date,daily-stars,total-stars
18-10-2020,19,68315
19-10-2020,21,68336
20-10-2020,36,68372
21-10-2020,30,68402
22-10-2020,40,68442
23-10-2020,29,68471
24-10-2020,17,68488
25-10-2020,23,68511
26-10-2020,48,68559
27-10-2020,38,68597
28-10-2020,31,68628
29-10-2020,34,68662
30-10-2020,39,68701
31-10-2020,13,68714
01-11-2020,20,68734
02-11-2020,37,68771
03-11-2020,26,68797
04-11-2020,21,68818
05-11-2020,32,68850
06-11-2020,23,68873
07-11-2020,14,68887
08-11-2020,18,68905
09-11-2020,35,68940
10-11-2020,34,68974
11-11-2020,23,68997
12-11-2020,27,69024
13-11-2020,30,69054
14-11-2020,19,69073
15-11-2020,14,69087
16-11-2020,43,69130
17-11-2020,38,69168
18-11-2020,28,69196
19-11-2020,38,69234
20-11-2020,41,69275
21-11-2020,20,69295
22-11-2020,17,69312
23-11-2020,29,69341
24-11-2020,34,69375
25-11-2020,30,69405
26-11-2020,35,69440
27-11-2020,28,69468
28-11-2020,19,69487
29-11-2020,20,69507
30-11-2020,34,69541
01-12-2020,36,69577
02-12-2020,54,69631
03-12-2020,119,69750
04-12-2020,75,69825
05-12-2020,35,69860
06-12-2020,25,69885
07-12-2020,34,69919
08-12-2020,48,69967
09-12-2020,53,70020
10-12-2020,37,70057
11-12-2020,41,70098
12-12-2020,28,70126
13-12-2020,20,70146
14-12-2020,40,70186
15-12-2020,30,70216
16-12-2020,27,70243
17-12-2020,40,70283
18-12-2020,30,70313
19-12-2020,18,70331
20-12-2020,23,70354
21-12-2020,29,70383
22-12-2020,31,70414
23-12-2020,37,70451
24-12-2020,31,70482
25-12-2020,21,70503
26-12-2020,26,70529
27-12-2020,23,70552
28-12-2020,36,70588
29-12-2020,36,70624
30-12-2020,28,70652
31-12-2020,27,70679
01-01-2021,15,70694
02-01-2021,10,70704
03-01-2021,13,70717
04-01-2021,33,70750
05-01-2021,27,70777
06-01-2021,26,70803
07-01-2021,34,70837
08-01-2021,29,70866
09-01-2021,17,70883
10-01-2021,21,70904
11-01-2021,36,70940
12-01-2021,37,70977
13-01-2021,35,71012
14-01-2021,28,71040
15-01-2021,28,71068
16-01-2021,12,71080
17-01-2021,15,71095
18-01-2021,32,71127
19-01-2021,30,71157
20-01-2021,29,71186
21-01-2021,39,71225
22-01-2021,30,71255
23-01-2021,18,71273
24-01-2021,18,71291
25-01-2021,46,71337
26-01-2021,38,71375
27-01-2021,39,71414
28-01-2021,33,71447
29-01-2021,24,71471
30-01-2021,22,71493
31-01-2021,22,71515
01-02-2021,30,71545
02-02-2021,40,71585
03-02-2021,32,71617
04-02-2021,43,71660
05-02-2021,28,71688
06-02-2021,14,71702
07-02-2021,29,71731
08-02-2021,27,71758
09-02-2021,29,71787
10-02-2021,23,71810
11-02-2021,24,71834
12-02-2021,19,71853
13-02-2021,19,71872
14-02-2021,19,71891
15-02-2021,23,71914
16-02-2021,24,71938
17-02-2021,21,71959
18-02-2021,26,71985
19-02-2021,30,72015
20-02-2021,24,72039
21-02-2021,28,72067
22-02-2021,36,72103
23-02-2021,28,72131
24-02-2021,38,72169
25-02-2021,37,72206
26-02-2021,49,72255
27-02-2021,22,72277
28-02-2021,21,72298
01-03-2021,29,72327
02-03-2021,46,72373
03-03-2021,37,72410
04-03-2021,39,72449
05-03-2021,34,72483
06-03-2021,30,72513
07-03-2021,29,72542
08-03-2021,44,72586
09-03-2021,41,72627
10-03-2021,50,72677
11-03-2021,36,72713
12-03-2021,32,72745
13-03-2021,29,72774
14-03-2021,22,72796
15-03-2021,38,72834
16-03-2021,35,72869
17-03-2021,27,72896
18-03-2021,44,72940
19-03-2021,30,72970
20-03-2021,28,72998
21-03-2021,23,73021
22-03-2021,39,73060
23-03-2021,32,73092
24-03-2021,42,73134
25-03-2021,31,73165
26-03-2021,36,73201
27-03-2021,22,73223
28-03-2021,24,73247
29-03-2021,36,73283
30-03-2021,36,73319
31-03-2021,38,73357
01-04-2021,32,73389
02-04-2021,35,73424
03-04-2021,10,73434
04-04-2021,15,73449
05-04-2021,23,73472
06-04-2021,34,73506
07-04-2021,37,73543
08-04-2021,41,73584
09-04-2021,33,73617
10-04-2021,24,73641
11-04-2021,24,73665
12-04-2021,33,73698
13-04-2021,36,73734
14-04-2021,48,73782
15-04-2021,105,73887
16-04-2021,93,73980
17-04-2021,21,74001
18-04-2021,18,74019
19-04-2021,28,74047
20-04-2021,36,74083
21-04-2021,37,74120
22-04-2021,30,74150
23-04-2021,28,74178
24-04-2021,18,74196
25-04-2021,38,74234
26-04-2021,36,74270
27-04-2021,47,74317
28-04-2021,27,74344
29-04-2021,33,74377
30-04-2021,31,74408
01-05-2021,18,74426
02-05-2021,18,74444
03-05-2021,25,74469
04-05-2021,19,74488
05-05-2021,31,74519
06-05-2021,32,74551
07-05-2021,29,74580
08-05-2021,23,74603
09-05-2021,13,74616
10-05-2021,33,74649
11-05-2021,40,74689
12-05-2021,50,74739
13-05-2021,41,74780
14-05-2021,30,74810
15-05-2021,28,74838
16-05-2021,26,74864
17-05-2021,43,74907
18-05-2021,46,74953
19-05-2021,28,74981
20-05-2021,35,75016
21-05-2021,36,75052
22-05-2021,23,75075
23-05-2021,22,75097
24-05-2021,34,75131
25-05-2021,24,75155
26-05-2021,36,75191
27-05-2021,31,75222
28-05-2021,36,75258
29-05-2021,21,75279
30-05-2021,18,75297
31-05-2021,27,75324
01-06-2021,37,75361
02-06-2021,30,75391
03-06-2021,29,75420
04-06-2021,36,75456
05-06-2021,20,75476
06-06-2021,27,75503
07-06-2021,35,75538
08-06-2021,31,75569
09-06-2021,34,75603
10-06-2021,33,75636
11-06-2021,31,75667
12-06-2021,17,75684
13-06-2021,17,75701
14-06-2021,29,75730
15-06-2021,30,75760
16-06-2021,30,75790
17-06-2021,36,75826
18-06-2021,102,75928
19-06-2021,63,75991
20-06-2021,18,76009
21-06-2021,24,76033
22-06-2021,30,76063
23-06-2021,34,76097
24-06-2021,37,76134
25-06-2021,30,76164
26-06-2021,18,76182
27-06-2021,30,76212
28-06-2021,46,76258
29-06-2021,29,76287
30-06-2021,30,76317
01-07-2021,36,76353
02-07-2021,25,76378
03-07-2021,21,76399
04-07-2021,31,76430
05-07-2021,34,76464
06-07-2021,37,76501
07-07-2021,43,76544
08-07-2021,23,76567
09-07-2021,21,76588
10-07-2021,18,76606
11-07-2021,15,76621
12-07-2021,36,76657
13-07-2021,26,76683
14-07-2021,40,76723
15-07-2021,33,76756
16-07-2021,30,76786
17-07-2021,17,76803
18-07-2021,16,76819
19-07-2021,32,76851
20-07-2021,38,76889
21-07-2021,39,76928
22-07-2021,38,76966
23-07-2021,30,76996
24-07-2021,15,77011
25-07-2021,17,77028
26-07-2021,29,77057
27-07-2021,36,77093
28-07-2021,39,77132
29-07-2021,30,77162
30-07-2021,34,77196
31-07-2021,23,77219
01-08-2021,19,77238
02-08-2021,26,77264
03-08-2021,35,77299
04-08-2021,42,77341
05-08-2021,32,77373
06-08-2021,18,77391
07-08-2021,15,77406
08-08-2021,19,77425
09-08-2021,39,77464
10-08-2021,114,77578
11-08-2021,91,77669
12-08-2021,33,77702
13-08-2021,36,77738
14-08-2021,17,77755
15-08-2021,22,77777
16-08-2021,27,77804
17-08-2021,35,77839
18-08-2021,30,77869
19-08-2021,39,77908
20-08-2021,34,77942
21-08-2021,21,77963
22-08-2021,18,77981
23-08-2021,33,78014
24-08-2021,35,78049
25-08-2021,40,78089
26-08-2021,35,78124
27-08-2021,40,78164
28-08-2021,17,78181
29-08-2021,24,78205
30-08-2021,25,78230
31-08-2021,24,78254
01-09-2021,44,78298
02-09-2021,30,78328
03-09-2021,41,78369
04-09-2021,20,78389
05-09-2021,32,78421
06-09-2021,34,78455
07-09-2021,29,78484
08-09-2021,30,78514
09-09-2021,49,78563
10-09-2021,38,78601
11-09-2021,31,78632
12-09-2021,17,78649
13-09-2021,23,78672
14-09-2021,33,78705
15-09-2021,34,78739
16-09-2021,29,78768
17-09-2021,35,78803
18-09-2021,41,78844
19-09-2021,20,78864
20-09-2021,17,78881
21-09-2021,33,78914
22-09-2021,35,78949
23-09-2021,43,78992
24-09-2021,31,79023
25-09-2021,25,79048
26-09-2021,31,79079
27-09-2021,31,79110
28-09-2021,35,79145
29-09-2021,41,79186
30-09-2021,43,79229
01-10-2021,31,79260
02-10-2021,18,79278
03-10-2021,16,79294
04-10-2021,17,79311
05-10-2021,26,79337
06-10-2021,27,79364
07-10-2021,28,79392
08-10-2021,22,79414
09-10-2021,21,79435
10-10-2021,17,79452
11-10-2021,26,79478
12-10-2021,45,79523
13-10-2021,32,79555
14-10-2021,35,79590
15-10-2021,35,79625
16-10-2021,27,79652
17-10-2021,20,79672
18-10-2021,31,79703
19-10-2021,46,79749
20-10-2021,25,79774
21-10-2021,36,79810
22-10-2021,41,79851
23-10-2021,34,79885
24-10-2021,25,79910
25-10-2021,27,79937
26-10-2021,38,79975
27-10-2021,25,80000
28-10-2021,34,80034
29-10-2021,27,80061
30-10-2021,18,80079
31-10-2021,16,80095
01-11-2021,32,80127
02-11-2021,29,80156
03-11-2021,40,80196
04-11-2021,37,80233
05-11-2021,31,80264
06-11-2021,19,80283
07-11-2021,22,80305
08-11-2021,35,80340
09-11-2021,35,80375
10-11-2021,46,80421
11-11-2021,46,80467
12-11-2021,28,80495
13-11-2021,27,80522
14-11-2021,22,80544
15-11-2021,27,80571
16-11-2021,34,80605
17-11-2021,41,80646
18-11-2021,38,80684
19-11-2021,29,80713
20-11-2021,19,80732
21-11-2021,31,80763
22-11-2021,29,80792
23-11-2021,29,80821
24-11-2021,40,80861
25-11-2021,43,80904
26-11-2021,41,80945
27-11-2021,22,80967
28-11-2021,19,80986
29-11-2021,35,81021
30-11-2021,31,81052
01-12-2021,35,81087
02-12-2021,32,81119
03-12-2021,24,81143
04-12-2021,20,81163
05-12-2021,26,81189
06-12-2021,32,81221
07-12-2021,41,81262
08-12-2021,35,81297
09-12-2021,47,81344
10-12-2021,47,81391
11-12-2021,48,81439
12-12-2021,25,81464
13-12-2021,29,81493
14-12-2021,29,81522
15-12-2021,34,81556
16-12-2021,31,81587
17-12-2021,30,81617
18-12-2021,26,81643
19-12-2021,21,81664
20-12-2021,33,81697
21-12-2021,32,81729
22-12-2021,39,81768
23-12-2021,27,81795
24-12-2021,27,81822
25-12-2021,21,81843
26-12-2021,25,81868
27-12-2021,26,81894
28-12-2021,29,81923
29-12-2021,41,81964
30-12-2021,30,81994
31-12-2021,34,82028
01-01-2022,19,82047
02-01-2022,32,82079
03-01-2022,16,82095
04-01-2022,34,82129
05-01-2022,30,82159
06-01-2022,39,82198
07-01-2022,35,82233
08-01-2022,31,82264
09-01-2022,30,82294
10-01-2022,38,82332
11-01-2022,40,82372
12-01-2022,35,82407
13-01-2022,45,82452
14-01-2022,47,82499
15-01-2022,17,82516
16-01-2022,22,82538
17-01-2022,40,82578
18-01-2022,31,82609
19-01-2022,34,82643
20-01-2022,34,82677
21-01-2022,33,82710
22-01-2022,32,82742
23-01-2022,35,82777
24-01-2022,48,82825
25-01-2022,36,82861
26-01-2022,52,82913
27-01-2022,50,82963
28-01-2022,46,83009
29-01-2022,37,83046
30-01-2022,23,83069
31-01-2022,25,83094
01-02-2022,32,83126
02-02-2022,29,83155
03-02-2022,39,83194
04-02-2022,32,83226
05-02-2022,24,83250
06-02-2022,24,83274
07-02-2022,37,83311
08-02-2022,47,83358
09-02-2022,31,83389
10-02-2022,38,83427
11-02-2022,35,83462
12-02-2022,31,83493
13-02-2022,32,83525
14-02-2022,33,83558
15-02-2022,44,83602
16-02-2022,38,83640
17-02-2022,63,83703
18-02-2022,52,83755
19-02-2022,30,83785
20-02-2022,23,83808
21-02-2022,45,83853
22-02-2022,39,83892
23-02-2022,38,83930
24-02-2022,24,83954
25-02-2022,35,83989
26-02-2022,17,84006
27-02-2022,33,84039
28-02-2022,32,84071
01-03-2022,31,84102
02-03-2022,35,84137
03-03-2022,36,84173
04-03-2022,41,84214
05-03-2022,24,84238
06-03-2022,29,84267
07-03-2022,30,84297
08-03-2022,38,84335
09-03-2022,93,84428
10-03-2022,81,84509
11-03-2022,31,84540
12-03-2022,30,84570
13-03-2022,28,84598
14-03-2022,36,84634
15-03-2022,38,84672
16-03-2022,30,84702
17-03-2022,37,84739
18-03-2022,30,84769
19-03-2022,20,84789
20-03-2022,21,84810
21-03-2022,31,84841
22-03-2022,35,84876
23-03-2022,39,84915
24-03-2022,35,84950
25-03-2022,31,84981
26-03-2022,42,85023
27-03-2022,20,85043
28-03-2022,35,85078
29-03-2022,45,85123
30-03-2022,47,85170
31-03-2022,32,85202
01-04-2022,30,85232
02-04-2022,35,85267
03-04-2022,16,85283
04-04-2022,25,85308
05-04-2022,22,85330
06-04-2022,48,85378
07-04-2022,33,85411
08-04-2022,43,85454
09-04-2022,24,85478
10-04-2022,29,85507
11-04-2022,36,85543
12-04-2022,44,85587
13-04-2022,82,85669
14-04-2022,71,85740
15-04-2022,42,85782
16-04-2022,22,85804
17-04-2022,25,85829
18-04-2022,40,85869
19-04-2022,39,85908
20-04-2022,38,85946
21-04-2022,33,85979
22-04-2022,32,86011
23-04-2022,19,86030
24-04-2022,25,86055
25-04-2022,40,86095
26-04-2022,38,86133
27-04-2022,42,86175
28-04-2022,32,86207
29-04-2022,30,86237
30-04-2022,22,86259
01-05-2022,25,86284
02-05-2022,27,86311
03-05-2022,27,86338
04-05-2022,26,86364
05-05-2022,37,86401
06-05-2022,37,86438
07-05-2022,32,86470
08-05-2022,26,86496
09-05-2022,38,86534
10-05-2022,28,86562
11-05-2022,47,86609
12-05-2022,42,86651
13-05-2022,34,86685
14-05-2022,30,86715
15-05-2022,26,86741
16-05-2022,24,86765
17-05-2022,40,86805
18-05-2022,33,86838
19-05-2022,31,86869
20-05-2022,39,86908
21-05-2022,42,86950
22-05-2022,18,86968
23-05-2022,39,87007
24-05-2022,43,87050
25-05-2022,23,87073
26-05-2022,28,87101
27-05-2022,33,87134
28-05-2022,25,87159
29-05-2022,27,87186
30-05-2022,45,87231
31-05-2022,40,87271
01-06-2022,45,87316
02-06-2022,42,87358
03-06-2022,32,87390
04-06-2022,22,87412
05-06-2022,23,87435
06-06-2022,24,87459
07-06-2022,40,87499
08-06-2022,37,87536
09-06-2022,40,87576
10-06-2022,22,87598
11-06-2022,25,87623
12-06-2022,21,87644
13-06-2022,28,87672
14-06-2022,24,87696
15-06-2022,32,87728
16-06-2022,25,87753
17-06-2022,27,87780
18-06-2022,24,87804
19-06-2022,17,87821
20-06-2022,29,87850
21-06-2022,32,87882
22-06-2022,37,87919
23-06-2022,42,87961
24-06-2022,37,87998
25-06-2022,25,88023
26-06-2022,22,88045
27-06-2022,42,88087
28-06-2022,35,88122
29-06-2022,45,88167
30-06-2022,48,88215
01-07-2022,38,88253
02-07-2022,28,88281
03-07-2022,31,88312
04-07-2022,27,88339
05-07-2022,37,88376
06-07-2022,31,88407
07-07-2022,39,88446
08-07-2022,32,88478
09-07-2022,19,88497
10-07-2022,24,88521
11-07-2022,42,88563
12-07-2022,38,88601
13-07-2022,35,88636
14-07-2022,41,88677
15-07-2022,33,88710
16-07-2022,19,88729
17-07-2022,19,88748
18-07-2022,29,88777
19-07-2022,50,88827
20-07-2022,34,88861
21-07-2022,29,88890
22-07-2022,36,88926
23-07-2022,30,88956
24-07-2022,24,88980
25-07-2022,41,89021
26-07-2022,35,89056
27-07-2022,35,89091
28-07-2022,52,89143
29-07-2022,38,89181
30-07-2022,27,89208
31-07-2022,26,89234
01-08-2022,27,89261
02-08-2022,31,89292
03-08-2022,35,89327
04-08-2022,38,89365
05-08-2022,41,89406
06-08-2022,23,89429
07-08-2022,23,89452
08-08-2022,24,89476
09-08-2022,40,89516
10-08-2022,40,89556
11-08-2022,38,89594
12-08-2022,36,89630
13-08-2022,19,89649
14-08-2022,25,89674
15-08-2022,29,89703
16-08-2022,46,89749
17-08-2022,30,89779
18-08-2022,44,89823
19-08-2022,34,89857
20-08-2022,36,89893
21-08-2022,23,89916
22-08-2022,33,89949
23-08-2022,34,89983
24-08-2022,34,90017
25-08-2022,41,90058
26-08-2022,41,90099
27-08-2022,23,90122
28-08-2022,22,90144
29-08-2022,37,90181
30-08-2022,21,90202
31-08-2022,32,90234
01-09-2022,39,90273
02-09-2022,29,90302
03-09-2022,26,90328
04-09-2022,29,90357
05-09-2022,29,90386
06-09-2022,41,90427
07-09-2022,34,90461
08-09-2022,31,90492
09-09-2022,35,90527
10-09-2022,22,90549
11-09-2022,13,90562
12-09-2022,21,90583
13-09-2022,37,90620
14-09-2022,36,90656
15-09-2022,44,90700
16-09-2022,34,90734
17-09-2022,19,90753
18-09-2022,31,90784
19-09-2022,31,90815
20-09-2022,38,90853
21-09-2022,35,90888
22-09-2022,39,90927
23-09-2022,38,90965
24-09-2022,21,90986
25-09-2022,21,91007
26-09-2022,24,91031
27-09-2022,38,91069
28-09-2022,33,91102
29-09-2022,32,91134
30-09-2022,31,91165
01-10-2022,17,91182
02-10-2022,27,91209
03-10-2022,22,91231
04-10-2022,19,91250
05-10-2022,36,91286
06-10-2022,34,91320
07-10-2022,26,91346
08-10-2022,24,91370
09-10-2022,27,91397
10-10-2022,39,91436
11-10-2022,37,91473
12-10-2022,31,91504
13-10-2022,43,91547
14-10-2022,39,91586
15-10-2022,25,91611
16-10-2022,19,91630
17-10-2022,27,91657
18-10-2022,37,91694
19-10-2022,40,91734
20-10-2022,27,91761
21-10-2022,24,91785
22-10-2022,27,91812
23-10-2022,26,91838
24-10-2022,22,91860
25-10-2022,43,91903
26-10-2022,26,91929
27-10-2022,30,91959
28-10-2022,30,91989
29-10-2022,19,92008
30-10-2022,30,92038
31-10-2022,40,92078
01-11-2022,24,92102
02-11-2022,41,92143
03-11-2022,39,92182
04-11-2022,33,92215
05-11-2022,23,92238
06-11-2022,26,92264
07-11-2022,33,92297
08-11-2022,35,92332
09-11-2022,32,92364
10-11-2022,34,92398
11-11-2022,40,92438
12-11-2022,23,92461
13-11-2022,12,92473
14-11-2022,29,92502
15-11-2022,37,92539
16-11-2022,36,92575
17-11-2022,33,92608
18-11-2022,29,92637
19-11-2022,23,92660
20-11-2022,28,92688
21-11-2022,26,92714
22-11-2022,29,92743
23-11-2022,27,92770
24-11-2022,19,92789
25-11-2022,36,92825
26-11-2022,22,92847
27-11-2022,23,92870
28-11-2022,29,92899
29-11-2022,30,92929
30-11-2022,34,92963
01-12-2022,15,92978
02-12-2022,37,93015
03-12-2022,27,93042
04-12-2022,16,93058
05-12-2022,25,93083
06-12-2022,21,93104
07-12-2022,21,93125
08-12-2022,30,93155
09-12-2022,30,93185
10-12-2022,25,93210
11-12-2022,19,93229
12-12-2022,27,93256
13-12-2022,27,93283
14-12-2022,34,93317
15-12-2022,19,93336
16-12-2022,24,93360
17-12-2022,20,93380
18-12-2022,17,93397
19-12-2022,20,93417
20-12-2022,26,93443
21-12-2022,29,93472
22-12-2022,18,93490
23-12-2022,29,93519
24-12-2022,15,93534
25-12-2022,16,93550
26-12-2022,20,93570
27-12-2022,29,93599
28-12-2022,36,93635
29-12-2022,23,93658
30-12-2022,21,93679
31-12-2022,17,93696
01-01-2023,16,93712
02-01-2023,26,93738
03-01-2023,28,93766
04-01-2023,35,93801
05-01-2023,19,93820
06-01-2023,27,93847
07-01-2023,14,93861
08-01-2023,19,93880
09-01-2023,33,93913
10-01-2023,41,93954
11-01-2023,36,93990
12-01-2023,36,94026
13-01-2023,32,94058
14-01-2023,21,94079
15-01-2023,21,94100
16-01-2023,21,94121
17-01-2023,33,94154
18-01-2023,25,94179
19-01-2023,23,94202
20-01-2023,29,94231
21-01-2023,14,94245
22-01-2023,12,94257
23-01-2023,34,94291
24-01-2023,20,94311
25-01-2023,22,94333
26-01-2023,29,94362
27-01-2023,23,94385
28-01-2023,20,94405
29-01-2023,17,94422
30-01-2023,28,94450
31-01-2023,32,94482
01-02-2023,30,94512
02-02-2023,34,94546
03-02-2023,37,94583
04-02-2023,20,94603
05-02-2023,12,94615
06-02-2023,37,94652
07-02-2023,28,94680
08-02-2023,29,94709
09-02-2023,31,94740
10-02-2023,31,94771
11-02-2023,20,94791
12-02-2023,24,94815
13-02-2023,18,94833
14-02-2023,38,94871
15-02-2023,27,94898
16-02-2023,37,94935
17-02-2023,36,94971
18-02-2023,18,94989
19-02-2023,17,95006
20-02-2023,25,95031
21-02-2023,38,95069
22-02-2023,40,95109
23-02-2023,47,95156
24-02-2023,44,95200
25-02-2023,22,95222
26-02-2023,31,95253
27-02-2023,37,95290
28-02-2023,41,95331
01-03-2023,40,95371
02-03-2023,44,95415
03-03-2023,30,95445
04-03-2023,25,95470
05-03-2023,22,95492
06-03-2023,19,95511
07-03-2023,31,95542
08-03-2023,30,95572
09-03-2023,29,95601
10-03-2023,24,95625
11-03-2023,28,95653
12-03-2023,17,95670
13-03-2023,25,95695
14-03-2023,39,95734
15-03-2023,37,95771
16-03-2023,32,95803
17-03-2023,37,95840
18-03-2023,24,95864
19-03-2023,28,95892
20-03-2023,32,95924
21-03-2023,29,95953
22-03-2023,25,95978
23-03-2023,26,96004
24-03-2023,20,96024
25-03-2023,14,96038
26-03-2023,23,96061
27-03-2023,21,96082
28-03-2023,38,96120
29-03-2023,26,96146
30-03-2023,29,96175
31-03-2023,32,96207
01-04-2023,37,96244
02-04-2023,23,96267
03-04-2023,43,96310
04-04-2023,50,96360
05-04-2023,44,96404
06-04-2023,29,96433
07-04-2023,30,96463
08-04-2023,19,96482
09-04-2023,26,96508
10-04-2023,35,96543
11-04-2023,38,96581
12-04-2023,38,96619
13-04-2023,36,96655
14-04-2023,47,96702
15-04-2023,27,96729
16-04-2023,25,96754
17-04-2023,37,96791
18-04-2023,38,96829
19-04-2023,39,96868
20-04-2023,43,96911
21-04-2023,36,96947
22-04-2023,25,96972
23-04-2023,23,96995
24-04-2023,38,97033
25-04-2023,42,97075
26-04-2023,42,97117
27-04-2023,48,97165
28-04-2023,34,97199
29-04-2023,13,97212
30-04-2023,23,97235
01-05-2023,23,97258
02-05-2023,22,97280
03-05-2023,23,97303
04-05-2023,27,97330
05-05-2023,18,97348
06-05-2023,32,97380
07-05-2023,16,97396
08-05-2023,29,97425
09-05-2023,45,97470
10-05-2023,45,97515
11-05-2023,29,97544
12-05-2023,41,97585
13-05-2023,22,97607
14-05-2023,23,97630
15-05-2023,32,97662
16-05-2023,42,97704
17-05-2023,42,97746
18-05-2023,34,97780
19-05-2023,40,97820
20-05-2023,19,97839
21-05-2023,34,97873
22-05-2023,34,97907
23-05-2023,36,97943
24-05-2023,45,97988
25-05-2023,46,98034
26-05-2023,21,98055
27-05-2023,23,98078
28-05-2023,16,98094
29-05-2023,34,98128
30-05-2023,31,98159
31-05-2023,33,98192
01-06-2023,37,98229
02-06-2023,39,98268
03-06-2023,27,98295
04-06-2023,17,98312
05-06-2023,25,98337
06-06-2023,37,98374
07-06-2023,51,98425
08-06-2023,40,98465
09-06-2023,31,98496
10-06-2023,19,98515
11-06-2023,20,98535
12-06-2023,34,98569
13-06-2023,28,98597
14-06-2023,37,98634
15-06-2023,29,98663
16-06-2023,31,98694
17-06-2023,16,98710
18-06-2023,18,98728
19-06-2023,33,98761
20-06-2023,35,98796
21-06-2023,42,98838
22-06-2023,38,98876
23-06-2023,20,98896
24-06-2023,19,98915
25-06-2023,22,98937
26-06-2023,32,98969
27-06-2023,26,98995
28-06-2023,31,99026
29-06-2023,42,99068
30-06-2023,38,99106
01-07-2023,28,99134
02-07-2023,21,99155
03-07-2023,35,99190
04-07-2023,32,99222
05-07-2023,32,99254
06-07-2023,39,99293
07-07-2023,34,99327
08-07-2023,20,99347
09-07-2023,20,99367
10-07-2023,44,99411
11-07-2023,58,99469
12-07-2023,51,99520
13-07-2023,82,99602
14-07-2023,61,99663
15-07-2023,24,99687
16-07-2023,14,99701
17-07-2023,26,99727
18-07-2023,37,99764
19-07-2023,30,99794
20-07-2023,34,99828
21-07-2023,20,99848
22-07-2023,20,99868
23-07-2023,22,99890
24-07-2023,36,99926
25-07-2023,26,99952
26-07-2023,31,99983
27-07-2023,34,100017
28-07-2023,38,100055
29-07-2023,13,100068
30-07-2023,19,100087
31-07-2023,24,100111
01-08-2023,28,100139
02-08-2023,34,100173
03-08-2023,30,100203
04-08-2023,36,100239
05-08-2023,26,100265
06-08-2023,22,100287
07-08-2023,35,100322
08-08-2023,32,100354
09-08-2023,36,100390
10-08-2023,41,100431
11-08-2023,31,100462
12-08-2023,16,100478
13-08-2023,25,100503
14-08-2023,24,100527
15-08-2023,30,100557
16-08-2023,32,100589
17-08-2023,30,100619
18-08-2023,31,100650
19-08-2023,27,100677
20-08-2023,17,100694
21-08-2023,30,100724
22-08-2023,38,100762
23-08-2023,31,100793
24-08-2023,26,100819
25-08-2023,16,100835
26-08-2023,15,100850
27-08-2023,24,100874
28-08-2023,31,100905
29-08-2023,37,100942
30-08-2023,29,100971
31-08-2023,28,100999
01-09-2023,25,101024
02-09-2023,19,101043
03-09-2023,23,101066
04-09-2023,31,101097
05-09-2023,46,101143
06-09-2023,50,101193
07-09-2023,33,101226
08-09-2023,32,101258
09-09-2023,22,101280
10-09-2023,18,101298
11-09-2023,40,101338
12-09-2023,37,101375
13-09-2023,32,101407
14-09-2023,20,101427
15-09-2023,38,101465
16-09-2023,33,101498
17-09-2023,26,101524
18-09-2023,34,101558
19-09-2023,36,101594
20-09-2023,26,101620
21-09-2023,13,101633
22-09-2023,39,101672
23-09-2023,22,101694
24-09-2023,21,101715
25-09-2023,27,101742
26-09-2023,26,101768
27-09-2023,35,101803
28-09-2023,20,101823
29-09-2023,19,101842
30-09-2023,22,101864
01-10-2023,12,101876
02-10-2023,18,101894
03-10-2023,27,101921
04-10-2023,26,101947
05-10-2023,27,101974
06-10-2023,23,101997
07-10-2023,28,102025
08-10-2023,15,102040
09-10-2023,22,102062
10-10-2023,35,102097
11-10-2023,32,102129
12-10-2023,53,102182
13-10-2023,31,102213
14-10-2023,24,102237
15-10-2023,13,102250
16-10-2023,31,102281
17-10-2023,25,102306
18-10-2023,30,102336
19-10-2023,29,102365
20-10-2023,17,102382
