date,daily-stars,total-stars
10-08-2017,43,23810
11-08-2017,31,23841
12-08-2017,8,23849
13-08-2017,10,23859
14-08-2017,30,23889
15-08-2017,35,23924
16-08-2017,40,23964
17-08-2017,48,24012
18-08-2017,46,24058
19-08-2017,23,24081
20-08-2017,16,24097
21-08-2017,41,24138
22-08-2017,38,24176
23-08-2017,34,24210
24-08-2017,31,24241
25-08-2017,20,24261
26-08-2017,14,24275
27-08-2017,17,24292
28-08-2017,34,24326
29-08-2017,35,24361
30-08-2017,50,24411
31-08-2017,34,24445
01-09-2017,29,24474
02-09-2017,12,24486
03-09-2017,19,24505
04-09-2017,16,24521
05-09-2017,31,24552
06-09-2017,38,24590
07-09-2017,32,24622
08-09-2017,34,24656
09-09-2017,14,24670
10-09-2017,14,24684
11-09-2017,29,24713
12-09-2017,30,24743
13-09-2017,25,24768
14-09-2017,31,24799
15-09-2017,37,24836
16-09-2017,14,24850
17-09-2017,9,24859
18-09-2017,31,24890
19-09-2017,35,24925
20-09-2017,41,24966
21-09-2017,30,24996
22-09-2017,17,25013
23-09-2017,14,25027
24-09-2017,17,25044
25-09-2017,23,25067
26-09-2017,40,25107
27-09-2017,35,25142
28-09-2017,22,25164
29-09-2017,49,25213
30-09-2017,32,25245
01-10-2017,18,25263
02-10-2017,17,25280
03-10-2017,20,25300
04-10-2017,22,25322
05-10-2017,15,25337
06-10-2017,27,25364
07-10-2017,9,25373
08-10-2017,10,25383
09-10-2017,21,25404
10-10-2017,25,25429
11-10-2017,38,25467
12-10-2017,62,25529
13-10-2017,64,25593
14-10-2017,25,25618
15-10-2017,12,25630
16-10-2017,35,25665
17-10-2017,51,25716
18-10-2017,38,25754
19-10-2017,57,25811
20-10-2017,49,25860
21-10-2017,17,25877
22-10-2017,30,25907
23-10-2017,50,25957
24-10-2017,42,25999
25-10-2017,44,26043
26-10-2017,43,26086
27-10-2017,41,26127
28-10-2017,31,26158
29-10-2017,27,26185
30-10-2017,27,26212
31-10-2017,38,26250
01-11-2017,33,26283
02-11-2017,39,26322
03-11-2017,41,26363
04-11-2017,24,26387
05-11-2017,31,26418
06-11-2017,43,26461
07-11-2017,47,26508
08-11-2017,30,26538
09-11-2017,47,26585
10-11-2017,43,26628
11-11-2017,29,26657
12-11-2017,19,26676
13-11-2017,44,26720
14-11-2017,41,26761
15-11-2017,36,26797
16-11-2017,49,26846
17-11-2017,38,26884
18-11-2017,26,26910
19-11-2017,22,26932
20-11-2017,30,26962
21-11-2017,32,26994
22-11-2017,47,27041
23-11-2017,34,27075
24-11-2017,33,27108
25-11-2017,24,27132
26-11-2017,20,27152
27-11-2017,46,27198
28-11-2017,36,27234
29-11-2017,43,27277
30-11-2017,48,27325
01-12-2017,46,27371
02-12-2017,28,27399
03-12-2017,22,27421
04-12-2017,26,27447
05-12-2017,49,27496
06-12-2017,39,27535
07-12-2017,53,27588
08-12-2017,40,27628
09-12-2017,31,27659
10-12-2017,28,27687
11-12-2017,45,27732
12-12-2017,44,27776
13-12-2017,48,27824
14-12-2017,42,27866
15-12-2017,43,27909
16-12-2017,25,27934
17-12-2017,21,27955
18-12-2017,44,27999
19-12-2017,44,28043
20-12-2017,55,28098
21-12-2017,44,28142
22-12-2017,45,28187
23-12-2017,13,28200
24-12-2017,22,28222
25-12-2017,24,28246
26-12-2017,40,28286
27-12-2017,29,28315
28-12-2017,30,28345
29-12-2017,25,28370
30-12-2017,13,28383
31-12-2017,15,28398
01-01-2018,15,28413
02-01-2018,66,28479
03-01-2018,45,28524
04-01-2018,53,28577
05-01-2018,35,28612
06-01-2018,22,28634
07-01-2018,25,28659
08-01-2018,52,28711
09-01-2018,53,28764
10-01-2018,73,28837
11-01-2018,43,28880
12-01-2018,34,28914
13-01-2018,16,28930
14-01-2018,27,28957
15-01-2018,49,29006
16-01-2018,57,29063
17-01-2018,46,29109
18-01-2018,65,29174
19-01-2018,43,29217
20-01-2018,28,29245
21-01-2018,25,29270
22-01-2018,41,29311
23-01-2018,37,29348
24-01-2018,54,29402
25-01-2018,48,29450
26-01-2018,40,29490
27-01-2018,19,29509
28-01-2018,21,29530
29-01-2018,38,29568
30-01-2018,49,29617
31-01-2018,34,29651
01-02-2018,52,29703
02-02-2018,46,29749
03-02-2018,31,29780
04-02-2018,31,29811
05-02-2018,55,29866
06-02-2018,54,29920
07-02-2018,53,29973
08-02-2018,40,30013
09-02-2018,57,30070
10-02-2018,28,30098
11-02-2018,29,30127
12-02-2018,39,30166
13-02-2018,40,30206
14-02-2018,28,30234
15-02-2018,31,30265
16-02-2018,27,30292
17-02-2018,20,30312
18-02-2018,10,30322
19-02-2018,27,30349
20-02-2018,47,30396
21-02-2018,33,30429
22-02-2018,33,30462
23-02-2018,44,30506
24-02-2018,28,30534
25-02-2018,20,30554
26-02-2018,49,30603
27-02-2018,48,30651
28-02-2018,49,30700
01-03-2018,66,30766
02-03-2018,41,30807
03-03-2018,29,30836
04-03-2018,21,30857
05-03-2018,102,30959
06-03-2018,54,31013
07-03-2018,47,31060
08-03-2018,48,31108
09-03-2018,50,31158
10-03-2018,29,31187
11-03-2018,27,31214
12-03-2018,41,31255
13-03-2018,56,31311
14-03-2018,41,31352
15-03-2018,46,31398
16-03-2018,37,31435
17-03-2018,22,31457
18-03-2018,28,31485
19-03-2018,44,31529
20-03-2018,61,31590
21-03-2018,64,31654
22-03-2018,44,31698
23-03-2018,51,31749
24-03-2018,21,31770
25-03-2018,34,31804
26-03-2018,37,31841
27-03-2018,61,31902
28-03-2018,65,31967
29-03-2018,52,32019
30-03-2018,42,32061
31-03-2018,25,32086
01-04-2018,17,32103
02-04-2018,39,32142
03-04-2018,47,32189
04-04-2018,53,32242
05-04-2018,36,32278
06-04-2018,38,32316
07-04-2018,20,32336
08-04-2018,35,32371
09-04-2018,44,32415
10-04-2018,40,32455
11-04-2018,49,32504
12-04-2018,54,32558
13-04-2018,43,32601
14-04-2018,21,32622
15-04-2018,20,32642
16-04-2018,58,32700
17-04-2018,41,32741
18-04-2018,55,32796
19-04-2018,53,32849
20-04-2018,56,32905
21-04-2018,29,32934
22-04-2018,32,32966
23-04-2018,39,33005
24-04-2018,41,33046
25-04-2018,40,33086
26-04-2018,45,33131
27-04-2018,46,33177
28-04-2018,32,33209
29-04-2018,15,33224
30-04-2018,30,33254
01-05-2018,30,33284
02-05-2018,41,33325
03-05-2018,58,33383
04-05-2018,44,33427
05-05-2018,38,33465
06-05-2018,29,33494
07-05-2018,37,33531
08-05-2018,43,33574
09-05-2018,26,33600
10-05-2018,62,33662
11-05-2018,41,33703
12-05-2018,22,33725
13-05-2018,25,33750
14-05-2018,43,33793
15-05-2018,38,33831
16-05-2018,57,33888
17-05-2018,43,33931
18-05-2018,45,33976
19-05-2018,33,34009
20-05-2018,30,34039
21-05-2018,51,34090
22-05-2018,47,34137
23-05-2018,52,34189
24-05-2018,65,34254
25-05-2018,45,34299
26-05-2018,25,34324
27-05-2018,25,34349
28-05-2018,47,34396
29-05-2018,50,34446
30-05-2018,42,34488
31-05-2018,46,34534
01-06-2018,33,34567
02-06-2018,26,34593
03-06-2018,20,34613
04-06-2018,38,34651
05-06-2018,50,34701
06-06-2018,42,34743
07-06-2018,57,34800
08-06-2018,55,34855
09-06-2018,29,34884
10-06-2018,26,34910
11-06-2018,34,34944
12-06-2018,45,34989
13-06-2018,33,35022
14-06-2018,49,35071
15-06-2018,43,35114
16-06-2018,31,35145
17-06-2018,15,35160
18-06-2018,30,35190
19-06-2018,43,35233
20-06-2018,61,35294
21-06-2018,37,35331
22-06-2018,39,35370
23-06-2018,16,35386
24-06-2018,29,35415
25-06-2018,36,35451
26-06-2018,44,35495
27-06-2018,45,35540
28-06-2018,62,35602
29-06-2018,38,35640
30-06-2018,12,35652
01-07-2018,14,35666
02-07-2018,35,35701
03-07-2018,42,35743
04-07-2018,39,35782
05-07-2018,42,35824
06-07-2018,48,35872
07-07-2018,24,35896
08-07-2018,24,35920
09-07-2018,38,35958
10-07-2018,48,36006
11-07-2018,39,36045
12-07-2018,51,36096
13-07-2018,42,36138
14-07-2018,14,36152
15-07-2018,25,36177
16-07-2018,34,36211
17-07-2018,37,36248
18-07-2018,54,36302
19-07-2018,50,36352
20-07-2018,38,36390
21-07-2018,28,36418
22-07-2018,24,36442
23-07-2018,47,36489
24-07-2018,59,36548
25-07-2018,56,36604
26-07-2018,52,36656
27-07-2018,56,36712
28-07-2018,22,36734
29-07-2018,25,36759
30-07-2018,48,36807
31-07-2018,55,36862
01-08-2018,46,36908
02-08-2018,51,36959
03-08-2018,52,37011
04-08-2018,20,37031
05-08-2018,21,37052
06-08-2018,46,37098
07-08-2018,50,37148
08-08-2018,52,37200
09-08-2018,68,37268
10-08-2018,45,37313
11-08-2018,31,37344
12-08-2018,26,37370
13-08-2018,53,37423
14-08-2018,31,37454
15-08-2018,34,37488
16-08-2018,50,37538
17-08-2018,40,37578
18-08-2018,29,37607
19-08-2018,21,37628
20-08-2018,41,37669
21-08-2018,53,37722
22-08-2018,49,37771
23-08-2018,75,37846
24-08-2018,48,37894
25-08-2018,25,37919
26-08-2018,24,37943
27-08-2018,48,37991
28-08-2018,56,38047
29-08-2018,51,38098
30-08-2018,36,38134
31-08-2018,52,38186
01-09-2018,27,38213
02-09-2018,33,38246
03-09-2018,50,38296
04-09-2018,54,38350
05-09-2018,46,38396
06-09-2018,49,38445
07-09-2018,65,38510
08-09-2018,22,38532
09-09-2018,17,38549
10-09-2018,47,38596
11-09-2018,41,38637
12-09-2018,51,38688
13-09-2018,41,38729
14-09-2018,44,38773
15-09-2018,19,38792
16-09-2018,19,38811
17-09-2018,41,38852
18-09-2018,47,38899
19-09-2018,42,38941
20-09-2018,35,38976
21-09-2018,49,39025
22-09-2018,26,39051
23-09-2018,27,39078
24-09-2018,27,39105
25-09-2018,42,39147
26-09-2018,57,39204
27-09-2018,45,39249
28-09-2018,45,39294
29-09-2018,35,39329
30-09-2018,48,39377
01-10-2018,51,39428
02-10-2018,27,39455
03-10-2018,39,39494
04-10-2018,29,39523
05-10-2018,27,39550
06-10-2018,23,39573
07-10-2018,24,39597
08-10-2018,42,39639
09-10-2018,46,39685
10-10-2018,29,39714
11-10-2018,41,39755
12-10-2018,40,39795
13-10-2018,30,39825
14-10-2018,27,39852
15-10-2018,35,39887
16-10-2018,59,39946
17-10-2018,54,40000
18-10-2018,63,40063
19-10-2018,45,40108
20-10-2018,17,40125
21-10-2018,12,40137
22-10-2018,42,40179
23-10-2018,51,40230
24-10-2018,53,40283
25-10-2018,42,40325
26-10-2018,45,40370
27-10-2018,15,40385
28-10-2018,25,40410
29-10-2018,30,40440
30-10-2018,34,40474
31-10-2018,49,40523
01-11-2018,51,40574
02-11-2018,47,40621
03-11-2018,24,40645
04-11-2018,15,40660
05-11-2018,35,40695
06-11-2018,54,40749
07-11-2018,37,40786
08-11-2018,62,40848
09-11-2018,50,40898
10-11-2018,23,40921
11-11-2018,22,40943
12-11-2018,50,40993
13-11-2018,68,41061
14-11-2018,47,41108
15-11-2018,48,41156
16-11-2018,43,41199
17-11-2018,25,41224
18-11-2018,25,41249
19-11-2018,61,41310
20-11-2018,54,41364
21-11-2018,58,41422
22-11-2018,70,41492
23-11-2018,46,41538
24-11-2018,29,41567
25-11-2018,29,41596
26-11-2018,35,41631
27-11-2018,48,41679
28-11-2018,46,41725
29-11-2018,60,41785
30-11-2018,57,41842
01-12-2018,22,41864
02-12-2018,24,41888
03-12-2018,51,41939
04-12-2018,94,42033
05-12-2018,85,42118
06-12-2018,65,42183
07-12-2018,56,42239
08-12-2018,26,42265
09-12-2018,29,42294
10-12-2018,64,42358
11-12-2018,58,42416
12-12-2018,75,42491
13-12-2018,61,42552
14-12-2018,46,42598
15-12-2018,31,42629
16-12-2018,32,42661
17-12-2018,44,42705
18-12-2018,49,42754
19-12-2018,44,42798
20-12-2018,52,42850
21-12-2018,49,42899
22-12-2018,20,42919
23-12-2018,23,42942
24-12-2018,39,42981
25-12-2018,38,43019
26-12-2018,57,43076
27-12-2018,54,43130
28-12-2018,146,43276
29-12-2018,45,43321
30-12-2018,40,43361
31-12-2018,23,43384
01-01-2019,28,43412
02-01-2019,60,43472
03-01-2019,57,43529
04-01-2019,57,43586
05-01-2019,37,43623
06-01-2019,35,43658
07-01-2019,68,43726
08-01-2019,54,43780
09-01-2019,72,43852
10-01-2019,61,43913
11-01-2019,55,43968
12-01-2019,19,43987
13-01-2019,41,44028
14-01-2019,47,44075
15-01-2019,53,44128
16-01-2019,51,44179
17-01-2019,45,44224
18-01-2019,66,44290
19-01-2019,31,44321
20-01-2019,30,44351
21-01-2019,50,44401
22-01-2019,46,44447
23-01-2019,48,44495
24-01-2019,38,44533
25-01-2019,48,44581
26-01-2019,24,44605
27-01-2019,30,44635
28-01-2019,45,44680
29-01-2019,48,44728
30-01-2019,33,44761
31-01-2019,54,44815
01-02-2019,54,44869
02-02-2019,49,44918
03-02-2019,22,44940
04-02-2019,24,44964
05-02-2019,32,44996
06-02-2019,32,45028
07-02-2019,50,45078
08-02-2019,31,45109
09-02-2019,24,45133
10-02-2019,26,45159
11-02-2019,48,45207
12-02-2019,37,45244
13-02-2019,62,45306
14-02-2019,58,45364
15-02-2019,45,45409
16-02-2019,34,45443
17-02-2019,26,45469
18-02-2019,60,45529
19-02-2019,52,45581
20-02-2019,39,45620
21-02-2019,50,45670
22-02-2019,62,45732
23-02-2019,35,45767
24-02-2019,23,45790
25-02-2019,48,45838
26-02-2019,57,45895
27-02-2019,55,45950
28-02-2019,56,46006
01-03-2019,62,46068
02-03-2019,29,46097
03-03-2019,36,46133
04-03-2019,66,46199
05-03-2019,65,46264
06-03-2019,49,46313
07-03-2019,53,46366
08-03-2019,57,46423
09-03-2019,26,46449
10-03-2019,26,46475
11-03-2019,51,46526
12-03-2019,63,46589
13-03-2019,48,46637
14-03-2019,55,46692
15-03-2019,45,46737
16-03-2019,28,46765
17-03-2019,26,46791
18-03-2019,55,46846
19-03-2019,59,46905
20-03-2019,67,46972
21-03-2019,67,47039
22-03-2019,53,47092
23-03-2019,24,47116
24-03-2019,41,47157
25-03-2019,63,47220
26-03-2019,88,47308
27-03-2019,63,47371
28-03-2019,70,47441
29-03-2019,76,47517
30-03-2019,34,47551
31-03-2019,30,47581
01-04-2019,54,47635
02-04-2019,64,47699
03-04-2019,56,47755
04-04-2019,61,47816
05-04-2019,33,47849
06-04-2019,17,47866
07-04-2019,35,47901
08-04-2019,48,47949
09-04-2019,55,48004
10-04-2019,73,48077
11-04-2019,48,48125
12-04-2019,55,48180
13-04-2019,40,48220
14-04-2019,35,48255
15-04-2019,55,48310
16-04-2019,46,48356
17-04-2019,63,48419
18-04-2019,53,48472
19-04-2019,47,48519
20-04-2019,29,48548
21-04-2019,37,48585
22-04-2019,69,48654
23-04-2019,71,48725
24-04-2019,62,48787
25-04-2019,47,48834
26-04-2019,59,48893
27-04-2019,23,48916
28-04-2019,52,48968
29-04-2019,44,49012
30-04-2019,56,49068
01-05-2019,27,49095
02-05-2019,36,49131
03-05-2019,30,49161
04-05-2019,26,49187
05-05-2019,45,49232
06-05-2019,55,49287
07-05-2019,63,49350
08-05-2019,65,49415
09-05-2019,43,49458
10-05-2019,65,49523
11-05-2019,35,49558
12-05-2019,20,49578
13-05-2019,41,49619
14-05-2019,67,49686
15-05-2019,42,49728
16-05-2019,63,49791
17-05-2019,71,49862
18-05-2019,28,49890
19-05-2019,24,49914
20-05-2019,37,49951
21-05-2019,64,50015
22-05-2019,55,50070
23-05-2019,59,50129
24-05-2019,69,50198
25-05-2019,37,50235
26-05-2019,24,50259
27-05-2019,37,50296
28-05-2019,57,50353
29-05-2019,68,50421
30-05-2019,53,50474
31-05-2019,45,50519
01-06-2019,28,50547
02-06-2019,29,50576
03-06-2019,41,50617
04-06-2019,47,50664
05-06-2019,40,50704
06-06-2019,42,50746
07-06-2019,36,50782
08-06-2019,25,50807
09-06-2019,13,50820
10-06-2019,39,50859
11-06-2019,47,50906
12-06-2019,54,50960
13-06-2019,56,51016
14-06-2019,40,51056
15-06-2019,24,51080
16-06-2019,19,51099
17-06-2019,55,51154
18-06-2019,40,51194
19-06-2019,48,51242
20-06-2019,69,51311
21-06-2019,65,51376
22-06-2019,12,51388
23-06-2019,21,51409
24-06-2019,39,51448
25-06-2019,48,51496
26-06-2019,50,51546
27-06-2019,55,51601
28-06-2019,46,51647
29-06-2019,20,51667
30-06-2019,15,51682
01-07-2019,38,51720
02-07-2019,49,51769
03-07-2019,69,51838
04-07-2019,74,51912
05-07-2019,81,51993
06-07-2019,25,52018
07-07-2019,22,52040
08-07-2019,47,52087
09-07-2019,46,52133
10-07-2019,37,52170
11-07-2019,50,52220
12-07-2019,43,52263
13-07-2019,18,52281
14-07-2019,18,52299
15-07-2019,36,52335
16-07-2019,49,52384
17-07-2019,60,52444
18-07-2019,73,52517
19-07-2019,44,52561
20-07-2019,36,52597
21-07-2019,21,52618
22-07-2019,44,52662
23-07-2019,65,52727
24-07-2019,47,52774
25-07-2019,54,52828
26-07-2019,44,52872
27-07-2019,28,52900
28-07-2019,20,52920
29-07-2019,61,52981
30-07-2019,50,53031
31-07-2019,42,53073
01-08-2019,52,53125
02-08-2019,43,53168
03-08-2019,27,53195
04-08-2019,19,53214
05-08-2019,46,53260
06-08-2019,38,53298
07-08-2019,56,53354
08-08-2019,52,53406
09-08-2019,86,53492
10-08-2019,28,53520
11-08-2019,18,53538
12-08-2019,42,53580
13-08-2019,46,53626
14-08-2019,50,53676
15-08-2019,48,53724
16-08-2019,34,53758
17-08-2019,25,53783
18-08-2019,20,53803
19-08-2019,40,53843
20-08-2019,50,53893
21-08-2019,50,53943
22-08-2019,44,53987
23-08-2019,50,54037
24-08-2019,21,54058
25-08-2019,22,54080
26-08-2019,35,54115
27-08-2019,56,54171
28-08-2019,37,54208
29-08-2019,54,54262
30-08-2019,48,54310
31-08-2019,32,54342
01-09-2019,25,54367
02-09-2019,40,54407
03-09-2019,46,54453
04-09-2019,56,54509
05-09-2019,47,54556
06-09-2019,36,54592
07-09-2019,34,54626
08-09-2019,25,54651
09-09-2019,49,54700
10-09-2019,43,54743
11-09-2019,40,54783
12-09-2019,44,54827
13-09-2019,18,54845
14-09-2019,19,54864
15-09-2019,32,54896
16-09-2019,51,54947
17-09-2019,37,54984
18-09-2019,48,55032
19-09-2019,39,55071
20-09-2019,27,55098
21-09-2019,19,55117
22-09-2019,17,55134
23-09-2019,33,55167
24-09-2019,43,55210
25-09-2019,42,55252
26-09-2019,46,55298
27-09-2019,57,55355
28-09-2019,25,55380
29-09-2019,35,55415
30-09-2019,44,55459
01-10-2019,27,55486
02-10-2019,29,55515
03-10-2019,31,55546
04-10-2019,27,55573
05-10-2019,17,55590
06-10-2019,21,55611
07-10-2019,22,55633
08-10-2019,35,55668
09-10-2019,44,55712
10-10-2019,38,55750
11-10-2019,43,55793
12-10-2019,33,55826
13-10-2019,34,55860
14-10-2019,37,55897
15-10-2019,31,55928
16-10-2019,47,55975
17-10-2019,49,56024
18-10-2019,47,56071
19-10-2019,16,56087
20-10-2019,28,56115
21-10-2019,37,56152
22-10-2019,51,56203
23-10-2019,57,56260
24-10-2019,51,56311
25-10-2019,42,56353
26-10-2019,21,56374
27-10-2019,26,56400
28-10-2019,45,56445
29-10-2019,44,56489
30-10-2019,41,56530
31-10-2019,37,56567
01-11-2019,34,56601
02-11-2019,20,56621
03-11-2019,20,56641
04-11-2019,42,56683
05-11-2019,40,56723
06-11-2019,28,56751
07-11-2019,44,56795
08-11-2019,41,56836
09-11-2019,21,56857
10-11-2019,19,56876
11-11-2019,46,56922
12-11-2019,42,56964
13-11-2019,44,57008
14-11-2019,58,57066
15-11-2019,57,57123
16-11-2019,16,57139
17-11-2019,28,57167
18-11-2019,40,57207
19-11-2019,59,57266
20-11-2019,42,57308
21-11-2019,37,57345
22-11-2019,40,57385
23-11-2019,28,57413
24-11-2019,20,57433
25-11-2019,36,57469
26-11-2019,40,57509
27-11-2019,46,57555
28-11-2019,39,57594
29-11-2019,44,57638
30-11-2019,22,57660
01-12-2019,30,57690
02-12-2019,53,57743
03-12-2019,46,57789
04-12-2019,44,57833
05-12-2019,38,57871
06-12-2019,52,57923
07-12-2019,21,57944
08-12-2019,26,57970
09-12-2019,44,58014
10-12-2019,45,58059
11-12-2019,60,58119
12-12-2019,47,58166
13-12-2019,48,58214
14-12-2019,26,58240
15-12-2019,24,58264
16-12-2019,36,58300
17-12-2019,53,58353
18-12-2019,35,58388
19-12-2019,44,58432
20-12-2019,36,58468
21-12-2019,13,58481
22-12-2019,17,58498
23-12-2019,29,58527
24-12-2019,38,58565
25-12-2019,62,58627
26-12-2019,79,58706
27-12-2019,41,58747
28-12-2019,13,58760
29-12-2019,35,58795
30-12-2019,53,58848
31-12-2019,28,58876
01-01-2020,21,58897
02-01-2020,57,58954
03-01-2020,31,58985
04-01-2020,27,59012
05-01-2020,22,59034
06-01-2020,39,59073
07-01-2020,72,59145
08-01-2020,42,59187
09-01-2020,34,59221
10-01-2020,42,59263
11-01-2020,19,59282
12-01-2020,14,59296
13-01-2020,38,59334
14-01-2020,50,59384
15-01-2020,51,59435
16-01-2020,39,59474
17-01-2020,39,59513
18-01-2020,27,59540
19-01-2020,31,59571
20-01-2020,29,59600
21-01-2020,33,59633
22-01-2020,30,59663
23-01-2020,29,59692
24-01-2020,20,59712
25-01-2020,12,59724
26-01-2020,17,59741
27-01-2020,27,59768
28-01-2020,26,59794
29-01-2020,29,59823
30-01-2020,28,59851
31-01-2020,33,59884
01-02-2020,20,59904
02-02-2020,23,59927
03-02-2020,36,59963
04-02-2020,29,59992
05-02-2020,33,60025
06-02-2020,25,60050
07-02-2020,24,60074
08-02-2020,20,60094
09-02-2020,24,60118
10-02-2020,29,60147
11-02-2020,26,60173
12-02-2020,34,60207
13-02-2020,46,60253
14-02-2020,48,60301
15-02-2020,28,60329
16-02-2020,24,60353
17-02-2020,32,60385
18-02-2020,32,60417
19-02-2020,30,60447
20-02-2020,30,60477
21-02-2020,20,60497
22-02-2020,26,60523
23-02-2020,20,60543
24-02-2020,36,60579
25-02-2020,34,60613
26-02-2020,43,60656
27-02-2020,49,60705
28-02-2020,25,60730
29-02-2020,23,60753
01-03-2020,24,60777
02-03-2020,30,60807
03-03-2020,30,60837
04-03-2020,28,60865
05-03-2020,34,60899
06-03-2020,42,60941
07-03-2020,26,60967
08-03-2020,19,60986
09-03-2020,26,61012
10-03-2020,38,61050
11-03-2020,30,61080
12-03-2020,24,61104
13-03-2020,28,61132
14-03-2020,20,61152
15-03-2020,29,61181
16-03-2020,26,61207
17-03-2020,35,61242
18-03-2020,36,61278
19-03-2020,38,61316
20-03-2020,19,61335
21-03-2020,33,61368
22-03-2020,26,61394
23-03-2020,38,61432
24-03-2020,40,61472
25-03-2020,38,61510
26-03-2020,50,61560
27-03-2020,33,61593
28-03-2020,28,61621
29-03-2020,33,61654
30-03-2020,34,61688
31-03-2020,23,61711
01-04-2020,35,61746
02-04-2020,32,61778
03-04-2020,32,61810
04-04-2020,24,61834
05-04-2020,27,61861
06-04-2020,31,61892
07-04-2020,40,61932
08-04-2020,48,61980
09-04-2020,38,62018
10-04-2020,33,62051
11-04-2020,23,62074
12-04-2020,22,62096
13-04-2020,35,62131
14-04-2020,35,62166
15-04-2020,36,62202
16-04-2020,31,62233
17-04-2020,37,62270
18-04-2020,25,62295
19-04-2020,27,62322
20-04-2020,49,62371
21-04-2020,35,62406
22-04-2020,52,62458
23-04-2020,50,62508
24-04-2020,42,62550
25-04-2020,26,62576
26-04-2020,36,62612
27-04-2020,36,62648
28-04-2020,49,62697
29-04-2020,41,62738
30-04-2020,49,62787
01-05-2020,25,62812
02-05-2020,34,62846
03-05-2020,26,62872
04-05-2020,23,62895
05-05-2020,30,62925
06-05-2020,33,62958
07-05-2020,31,62989
08-05-2020,27,63016
09-05-2020,33,63049
10-05-2020,19,63068
11-05-2020,28,63096
12-05-2020,36,63132
13-05-2020,43,63175
14-05-2020,40,63215
15-05-2020,37,63252
16-05-2020,32,63284
17-05-2020,25,63309
18-05-2020,28,63337
19-05-2020,38,63375
20-05-2020,40,63415
21-05-2020,42,63457
22-05-2020,31,63488
23-05-2020,25,63513
24-05-2020,21,63534
25-05-2020,37,63571
26-05-2020,40,63611
27-05-2020,47,63658
28-05-2020,49,63707
29-05-2020,44,63751
30-05-2020,31,63782
31-05-2020,19,63801
01-06-2020,37,63838
02-06-2020,29,63867
03-06-2020,35,63902
04-06-2020,39,63941
05-06-2020,40,63981
06-06-2020,23,64004
07-06-2020,29,64033
08-06-2020,52,64085
09-06-2020,44,64129
10-06-2020,51,64180
11-06-2020,36,64216
12-06-2020,34,64250
13-06-2020,22,64272
14-06-2020,22,64294
15-06-2020,40,64334
16-06-2020,54,64388
17-06-2020,47,64435
18-06-2020,36,64471
19-06-2020,29,64500
20-06-2020,21,64521
21-06-2020,18,64539
22-06-2020,44,64583
23-06-2020,29,64612
24-06-2020,46,64658
25-06-2020,29,64687
26-06-2020,32,64719
27-06-2020,24,64743
28-06-2020,31,64774
29-06-2020,35,64809
30-06-2020,44,64853
01-07-2020,37,64890
02-07-2020,45,64935
03-07-2020,41,64976
04-07-2020,34,65010
05-07-2020,27,65037
06-07-2020,37,65074
07-07-2020,43,65117
08-07-2020,48,65165
09-07-2020,40,65205
10-07-2020,45,65250
11-07-2020,25,65275
12-07-2020,16,65291
13-07-2020,19,65310
14-07-2020,36,65346
15-07-2020,53,65399
16-07-2020,44,65443
17-07-2020,29,65472
18-07-2020,24,65496
19-07-2020,29,65525
20-07-2020,36,65561
21-07-2020,53,65614
22-07-2020,40,65654
23-07-2020,40,65694
24-07-2020,35,65729
25-07-2020,14,65743
26-07-2020,21,65764
27-07-2020,37,65801
28-07-2020,39,65840
29-07-2020,41,65881
30-07-2020,33,65914
31-07-2020,30,65944
01-08-2020,17,65961
02-08-2020,22,65983
03-08-2020,34,66017
04-08-2020,34,66051
05-08-2020,42,66093
06-08-2020,38,66131
07-08-2020,37,66168
08-08-2020,19,66187
09-08-2020,20,66207
10-08-2020,30,66237
11-08-2020,36,66273
12-08-2020,33,66306
13-08-2020,30,66336
14-08-2020,28,66364
15-08-2020,18,66382
16-08-2020,20,66402
17-08-2020,20,66422
18-08-2020,32,66454
19-08-2020,41,66495
20-08-2020,37,66532
21-08-2020,41,66573
22-08-2020,28,66601
23-08-2020,18,66619
24-08-2020,45,66664
25-08-2020,35,66699
26-08-2020,52,66751
27-08-2020,52,66803
28-08-2020,31,66834
29-08-2020,28,66862
30-08-2020,24,66886
31-08-2020,35,66921
01-09-2020,44,66965
02-09-2020,38,67003
03-09-2020,34,67037
04-09-2020,41,67078
05-09-2020,21,67099
06-09-2020,23,67122
07-09-2020,34,67156
08-09-2020,32,67188
09-09-2020,27,67215
10-09-2020,29,67244
11-09-2020,45,67289
12-09-2020,16,67305
13-09-2020,26,67331
14-09-2020,26,67357
15-09-2020,37,67394
16-09-2020,34,67428
17-09-2020,44,67472
18-09-2020,33,67505
19-09-2020,12,67517
20-09-2020,23,67540
21-09-2020,26,67566
22-09-2020,38,67604
23-09-2020,30,67634
24-09-2020,33,67667
25-09-2020,37,67704
26-09-2020,16,67720
27-09-2020,34,67754
28-09-2020,33,67787
29-09-2020,37,67824
30-09-2020,29,67853
01-10-2020,30,67883
02-10-2020,19,67902
03-10-2020,19,67921
04-10-2020,17,67938
05-10-2020,20,67958
06-10-2020,28,67986
07-10-2020,21,68007
08-10-2020,24,68031
09-10-2020,27,68058
10-10-2020,29,68087
11-10-2020,26,68113
12-10-2020,29,68142
13-10-2020,34,68176
14-10-2020,30,68206
15-10-2020,32,68238
16-10-2020,39,68277
17-10-2020,19,68296
